IfcDoor_1Oms875aH3Wg$9l65H2ZGw,0,0,1,0,0,0,0,0,0,0,0,0
IfcDoor_1Oms875aH3Wg$9l65H2ZGw,1,0,0,0,0,0,0,0,0,0,0,0
IfcDoor_0pGAjlJMP3ifYPATVF5xAR,0,0,1,0,0,0,0,0,0,0,0,0
IfcDoor_0pGAjlJMP3ifYPATVF5xAR,1,0,0,0,0,0,0,0,0,0,0,0
IfcDoor_2qiPPF3FrF8OIqfrKiSUqm,0,0,1,0,0,0,0,0,0,0,0,0
IfcDoor_2qiPPF3FrF8OIqfrKiSUqm,1,0,0,0,0,0,0,0,0,0,0,0
IfcDoor_1M$gxUrX1Fiwe3P64ww7U5,0,0,1,0,0,0,0,0,0,0,0,0
IfcDoor_1M$gxUrX1Fiwe3P64ww7U5,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,0,0,0,0,0,0,0,0,0,0,1
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,0,0,0,0,0,0,0,0,0,0,1
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,0,0,0,0,0,0,0,0,0,0,1
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,0,0,0,0,0,0,0,0,0,0,1
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,0,0,0,0,0,0,0,0,0,0,1
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,0,1,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_1pPHnf7cXCpPsNEnQf8_6B,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_2RGlQk4xH47RHK93zcTzUL,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_2RGlQk4xH47RHK93zcTzUL,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_2RGlQk4xH47RHK93zcTzUL,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_2RGlQk4xH47RHK93zcTzUL,1,0,0,0,0,0,0,0,0,0,0,0
IfcSlab_2RGlQk4xH47RHK93zcTzUL,1,0,0,0,0,0,0,0,0,0,0,0
